id,created,modified,created_by,updated_by,name,description,url,slug,logo,token_limit,config,provider_id,tool_calling,inference,sort_order,status,realtime_sts,codename,cost
437,2026-01-29 10:42:22.238974+00,2026-01-29 14:35:58.407556+00,,,unpod-tts-v1.5,"","",unpod-v1-5,"",,{},37,f,t,0,active,f,unpod-tts-1.5-mini,0.0000
322,2025-08-20 09:31:28.444583+00,2026-01-29 16:10:07.878692+00,,,unpod-tts-v1-max,"","",unpod-tts-1-max,"",,{},37,f,t,0,active,f,unpod-tts-1-max,0.0000
439,2026-01-29 10:46:11.396996+00,2026-01-29 19:39:06.423508+00,,,unpod-tts-v1.5-max,"","",unpod-v15-max-1,"",,{},37,f,t,0,active,f,unpod-tts-1.5-max,0.0000
314,2025-07-07 15:48:23+00,2026-02-09 05:54:23.891225+00,,,eleven_multilingual_v2,"","",eleven_multilingual_v2,"",,"""{}""",34,f,f,0,active,f,eleven_multilingual_v2,0.0000
315,2025-07-07 15:48:23+00,2026-02-09 05:54:39.178346+00,,,eleven_flash_v2_5,"","",eleven_flash_v2_5,"",,"""{}""",34,f,f,0,active,f,eleven_flash_v2_5,0.0000
423,2025-12-23 10:08:25.006+00,2026-02-07 07:37:41.18017+00,,,gpt-4o-realtime-preview,"","",gpt-4o-realtime-preview,"",,{},7,f,f,0,active,t,gpt-4o-realtime-preview,0.0000
433,2025-12-29 06:05:58.967751+00,2026-02-06 13:31:40.531007+00,,,flux-general,"","",flux-general-1,"",,{},33,f,t,0,active,f,flux-general,0.0000
422,2025-12-23 10:06:14.272633+00,2026-02-07 07:37:52.529978+00,,,gpt-realtime-2025-08-28,"","",gpt-realtime-2025-08-28,"",,{},7,f,f,0,active,t,gpt-realtime-2025-08-28,0.0000
442,2026-02-10 07:51:16.783086+00,2026-02-10 07:51:16.783086+00,,,gpt-5-mini,"","",gpt-5-mini,"",,{},7,f,t,0,active,f,gpt-5-mini,0.0000
353,2025-10-05 16:37:02.104383+00,2026-02-07 12:40:15.629705+00,,,openai/gpt-oss-20b,"","",gpt-oss-20b,"",,{},10,f,f,0,active,f,openai/gpt-oss-20b,0.0000
440,2026-02-07 20:15:38.882431+00,2026-02-07 20:15:38.882431+00,,,chirp-3.0-generate-001,"","",chirp-3-0-generate-001,"",,{},,f,f,0,active,f,chirp-3.0-generate-001,0.0000
441,2026-02-07 20:46:00.112818+00,2026-02-07 20:46:00.112818+00,,,bulbul:v3,"","",bulbul-v3,"",,{},20,f,f,0,active,f,bulbul:v3,0.0000
